cohort,variant,det_ftv_mae,det_alive_mae,det_swd,det_chamfer,det_dice,mc_ftv_mae,crps,raw_width90,conf_width90,raw_cov90,mc_alive_mae,mc_swd,mc_chamfer,mc_dice
node_local,hybrid_a50_k8,7.210671828019743,18.354166666666668,1.3853334295473636,2.337343286875567,0.15944275445122152,12.066295996776885,5.384573927079941,36.954933934974626,36.954933934974626,0.975,14.000520833333333,2.8940127092965087,4.352320184306861,0.04509910060646047
node_local,hybrid_a25_k8,7.660918958003943,19.058333333333334,1.4360813362933385,2.3817429491325233,0.15460965796335396,12.170073093936784,5.463762310144361,35.751419026604296,35.751419026604296,0.9583333333333334,14.990494791666666,2.869867340246834,4.350553448310995,0.0421816723730087
node_local,feature_all_k8,7.25189499881429,16.445833333333333,1.43794364288437,2.3772092953260997,0.15489839622289509,12.23742079979164,5.372390300305372,35.181185924638825,35.181185924638825,0.9666666666666667,14.674609375,2.900487602322289,4.343034755010953,0.04352654689188468
node_local,hybrid_a75_k8,8.37348683779128,23.4125,1.369663012605688,2.32431073558393,0.16410155166137494,12.284998048363125,5.760771061435323,33.21310905699633,33.21310905699633,0.9666666666666667,14.670182291666666,2.9067694565813738,4.363532209614555,0.044909910049369485
node_local,spatial_k16,8.676867508903767,23.2125,1.3636208978299686,2.304941018166138,0.16392348792874448,12.42777665163505,5.831192180490747,34.95088200865634,34.95088200865634,0.9666666666666667,14.565625,2.9881939310722836,4.43721046689166,0.04552962264100384
node_local,feature_volume_k8,7.265159098322814,17.070833333333333,1.4535042899654003,2.393852618400067,0.14986273731603786,12.443113119520456,5.397660225839816,36.21621542454128,36.21621542454128,0.9666666666666667,14.564973958333333,2.8850338921449166,4.340539255092549,0.0435227245203713
node_local,endpoint_full_k8,8.540761800498391,22.0125,1.3339134137812507,2.2876144559687694,0.16997916201986377,12.545644207117967,5.657184735758166,36.00181548900937,36.00181548900937,0.9583333333333334,14.667838541666667,2.9796159524095196,4.438107349100609,0.040772499418901494
node_local,no_edges,6.677847734109188,13.020833333333334,1.2480059569397677,2.1851133217599408,0.1947266886394356,12.789015718583206,5.845475624218556,36.6830251903126,36.6830251903126,0.9708333333333333,14.517317708333334,3.339492670759599,4.915005108774921,0.035017761294274495
node_local,spatial_k4,8.356285777579371,23.833333333333332,1.3046444629746612,2.2778370828475234,0.16975873065948882,12.814039678199515,5.879574070010615,36.957020664473205,36.957020664473205,0.9708333333333333,14.582552083333333,3.025535736397347,4.505633675034877,0.03956494516759095
node_local,hybrid_a50_bio_k8,7.067485704288507,15.225,1.4011063508918002,2.370229565523894,0.1567638801524889,12.943071748260582,5.8061009737731375,37.67440679272237,37.67440679272237,0.9666666666666667,14.660546875,2.9929202627427296,4.443656288660278,0.043813155936136286
node_local,feature_pe_ser_k8,9.403442645585164,25.1125,1.3612000639487654,2.300587309145182,0.1633762873115823,13.645337418904484,6.2877749914716805,38.37168872465816,38.37168872465816,0.9708333333333333,15.369270833333333,2.913787065320491,4.387241486032354,0.04033202832119486
node_local,radial_k8,9.890783408796414,24.029166666666665,1.3626547090720673,2.2981478896719407,0.1631149626910327,13.78796062245646,6.454562472636201,36.64078875032715,36.64078875032715,0.9666666666666667,15.130729166666667,2.9520305451703104,4.393155260725648,0.04067870044254961
neighbor_coupled,endpoint_full_k8,12.416270287769537,19.183333333333334,0.8887493448027832,2.0354418202304716,0.19292230885130005,23.835839560099984,10.457639802833345,70.05459486969681,70.05459486969681,0.9666666666666667,17.190104166666668,1.6452412660540796,3.1094011019197065,0.08104727203025178
neighbor_coupled,hybrid_a50_k8,13.22353022415191,18.766666666666666,0.8966510645122355,2.0385237939420437,0.19078714550998926,23.946046466187287,10.663697488805353,69.6823732359929,69.6823732359929,0.9666666666666667,17.11015625,1.640953351804071,3.113680214468208,0.08218950624203579
neighbor_coupled,no_edges,12.963314640459915,14.620833333333334,0.8846909221373529,2.0013495428835912,0.21596314087676097,24.481028047892625,11.517846952395367,71.31695345241411,71.31695345241411,0.9458333333333333,17.770572916666666,2.1667170955669723,3.7373523280207412,0.05663778168504485
neighbor_coupled,hybrid_a50_bio_k8,12.524371317091088,15.9375,0.9318501077863004,2.0851950615972217,0.18444882289444303,24.879844961063053,11.315325786759217,70.30004157345823,70.30004157345823,0.9583333333333334,17.447265625,1.6655033134724624,3.116447504209634,0.08133324129739039
neighbor_coupled,radial_k8,13.341658015176654,17.5875,0.9171456584088775,2.0713511170100825,0.18672981690322452,25.045471108541566,11.2360964845109,72.540326171092,72.540326171092,0.9583333333333334,17.714713541666665,1.6348448626268766,3.1351603916536264,0.07994876778048253
spatial_field,endpoint_full_k8,18.248434033369026,16.745833333333334,0.8564282603668645,2.0514522380750293,0.1834306011135248,29.069630479206175,13.847544168142202,82.65731452259288,82.65731452259288,0.9458333333333333,16.00078125,1.4493582612290945,2.8677282653980494,0.1011342004950279
spatial_field,hybrid_a50_bio_k8,17.879176562651992,15.895833333333334,0.8572069258543117,2.061106686311351,0.18748240802969018,29.858314295411137,14.278257576288585,91.40831265955124,91.40831265955124,0.9416666666666667,16.170833333333334,1.4362164610452477,2.8842349599777126,0.10106954782766035
spatial_field,radial_k8,19.226376833642522,16.7375,0.8576135457782301,2.0541398695819564,0.17895946087098646,29.931505425267563,14.536489053329042,86.87691410212591,86.87691410212591,0.9541666666666667,16.109375,1.3792352510190398,2.874684824805134,0.10202533491978308
spatial_field,hybrid_a50_k8,18.641509660643838,16.220833333333335,0.8674715056755568,2.065315321734938,0.18458088248120658,30.551041334857807,14.734240474312502,91.73516085089271,91.73516085089271,0.9458333333333333,15.628515625,1.3794569842237083,2.829800605266208,0.10467746013571204
spatial_field,no_edges,19.941066563501955,12.929166666666667,0.8154245374837259,1.9586138794063526,0.21468511928038556,35.285599407324064,17.806714954879613,115.54743691205795,115.54743691205795,0.925,16.083723958333334,1.711790425022841,3.289485482112573,0.07557608331638642
